number,city,latitude,longitude
2089,Santa Eulalia de Ríuprimer,41.9128,2.1897
2090,Galaroza,37.9167,-6.7
2091,Ahigal,40.1833,-6.1833
2092,Alaejos,41.3167,-5.2167
2093,El Ronquillo,37.7167,-6.1667
2094,Trujillanos,38.95,-6.25
2095,Albudeite,38.0283,-1.3853
2096,Junquera de Ambía,42.2056,-7.7356
2097,Torres,37.7833,-3.5
2098,Cuevas Bajas,37.2333,-4.4833
2099,Jadraque,40.9267,-2.9236
2100,Cardeñadijo,42.3,-3.6667
2101,San Cristóbal de Entreviñas,42.05,-5.6333
2102,Traiguera,40.5256,0.2906
2103,Busto de Treviño,42.735,-2.747
2104,Mahora,39.2167,-1.7333
2105,Montemolín,38.15,-6.2
2106,Termens,41.7194,0.7617
2107,Puebla de Sanabria,42.0553,-6.6336
2108,Rafelcofer,38.9347,-0.1678
2109,Fuerte del Rey,37.8667,-3.8833
2110,Lagartera,39.9,-5.2
2111,Villar de Rena,39.0667,-5.8
2112,Cabanillas,42.0314,-1.5269
2113,Abenójar,38.8833,-4.35
2114,Puigvert de Lérida,41.5456,0.7347
2115,Villoría,40.9944,-5.3747
2116,Casatejada,39.8833,-5.6833
2117,Facinas,36.1406,-5.6989
2118,Campillo de Llerena,38.5,-5.8167
2119,San Acisclo de Vallalta,41.6247,2.5703
2120,Alcántara de Júcar,39.0694,-0.56
2121,Almoster,41.1977,1.1128
2122,Riópar,38.5,-2.45
2123,Cantimpalos,41.0739,-4.1589
2124,Castrelo de Miño,42.2944,-8.0667
2125,Irijoa,43.2847,-8.0578
2126,Potes,43.1536,-4.6233
2127,Carchel,37.6333,-3.6333
2128,Lezuza,38.95,-2.35
2129,Comares,36.85,-4.25
2130,Costitx,39.6575,2.95
2131,Torrente de Cinca,41.4667,0.3333
2132,La Parra,38.5167,-6.7833
2133,Algueña,38.3378,-1.0036
2134,Casas de Juan Núñez,39.1167,-1.55
2135,Bolbaite,39.0639,-0.6739
2136,Alcaraz,38.6667,-2.4833
2137,Majadas,39.9423,-5.7474
2138,Castilléjar,37.7167,-2.6333
2139,Mañón,43.7361,-7.7056
2140,Lucena del Cid,40.2764,-0.2094
2141,Encinasola,38.135,-6.8722
2142,Almadén de la Plata,37.8667,-6.0667
2143,Alcalalí,38.7494,0.0417
2144,Colomera,37.3667,-3.7
2145,Macastre,39.3814,-0.7872
2146,Almoguera,40.2989,-2.9811
2147,Lumbier,42.6542,-1.3056
2148,Montiel,38.7,-2.8667
2149,San Román,42.867,-7.067
2150,Villapresente,43.3644,-4.1042
2151,Rótova,38.9326,-0.2581
2152,Higuera de la Sierra,37.8333,-6.4333
2153,Tous,39.1381,-0.5867
2154,La Fuente de San Esteban,40.8003,-6.25
2155,Villar de Barrio,42.1597,-7.6117
2156,Sartaguda,42.3814,-2.0586
2157,La Caña,42.2069,2.4975
2158,Melón,42.2575,-8.2172
2159,Navas del Madroño,39.6167,-6.65
2160,Vilarrodona,41.3105,1.358
2161,Pla del Panadés,41.4176,1.7128
2162,Lacunza,42.923,-2.021
2163,Vall de Vianya,42.2413,2.4326
2164,Carballeda de Avia,42.3214,-8.1653
2165,Matallana de Torío,42.8667,-5.5167
2166,Perafort,41.1911,1.2557
2167,Loranca de Tajuña,40.4469,-3.1139
2168,Trasmiras,42.0228,-7.6167
2169,Figueruelas,41.7667,-1.1667
2170,Mirandilla,39.0017,-6.2875
2171,Iza,42.8825,-1.7675
2172,Jerte,40.2167,-5.75
2173,Ormáiztegui,43.0431,-2.255
2174,Mas de las Matas,40.8333,-0.25
2175,Páramo del Sil,42.82,-6.49
2176,Sariego,43.4167,-5.5667
2177,Algámitas,37.0167,-5.15
2178,Ricote,38.15,-1.3667
2179,Nuñomoral,40.3833,-6.1667
2180,Moclinejo,36.7667,-4.25
2181,Berriatúa,43.3097,-2.4672
2182,Chimeneas,37.1333,-3.8167
2183,La Fuliola,41.7153,1.0192
2184,Abla,37.1425,-2.7772
2185,Torre de Miguel Sesmero,38.6167,-6.8
2186,Samos,42.7333,-7.3
2187,Ceánuri Alto,43.0986,-2.7492
2188,Montalbán,40.8333,-0.8
2189,Hondón de los Frailes,38.2667,-0.9167
2190,Almendral,38.6142,-6.8208
2191,Coripe,36.9667,-5.4333
2192,Llers,42.2972,2.9133
2193,Torá de Riubregós,41.8129,1.4029
2194,Rueda,41.414,-4.96
2195,La Gudiña,42.0608,-7.1381
2196,Ríotorto,43.3597,-7.2544
2197,Villagonzalo,38.8667,-6.2
2198,Campredó,40.7597,0.5533
2199,Velilla del Río Carrión,42.8333,-4.8333
2200,María,37.7,-2.15
2201,Alborache,39.3917,-0.7711
2202,Campotéjar,37.4833,-3.6167
2203,San Martín de Tous,41.5619,1.5247
2204,Rairiz de Veiga,42.0833,-7.8333
2205,Albocácer,40.3578,-0.0236
2206,El Puente del Arzobispo,39.8,-5.1667
2207,Barrio de Jarana,36.5025,-6.1433
2208,Laza,42.0606,-7.4614
2209,Capela,43.4353,-8.0722
2210,Villatuerta,42.6595,-1.9934
2211,Alfarrasi,38.9056,-0.4906
2212,La Haba,38.9167,-5.7833
2213,Puebla Tornesa,40.1011,-0.0014
2214,Puebla de Alcocer,38.9833,-5.25
2215,Vilasantar,43.0667,-8.1
2216,Villarmayor,43.3406,-8.1556
2217,Aldeadávila de la Ribera,41.2183,-6.62
2218,Albalat de Taronchers,39.7028,-0.3378
2219,San Antolín,43.0333,-6.8667
2220,Baltanás,41.9333,-4.25
2221,Castro Caldelas,42.3833,-7.4333
2222,Olost,41.9878,2.0969
2223,Ríolobos,39.9167,-6.3
2224,Valdepolo,42.5833,-5.2167
2225,Bellcaire de Urgel,41.7591,0.9051
2226,Zarza la Mayor,39.8772,-6.8622
2227,Sandianes,42.1111,-7.7567
2228,Camporrobles,39.6481,-1.3953
2229,Venta del Moro,39.4839,-1.3569
2230,Cenizate,39.3,-1.65
2231,Alcalá del Júcar,39.2,-1.4333
2232,Corte de Peleas,38.7167,-6.6667
2233,Riudecols,41.1681,0.9763
2234,Villanueva de Duero,41.5186,-4.8658
2235,Canjáyar,37,-2.7333
2236,Carrizosa,38.8417,-2.9928
2237,Bárzana,43.1333,-5.9667
2238,Moeche,43.5833,-7.95
2239,Nigüelas,36.9667,-3.5333
2240,Orce,37.7167,-2.4667
2241,Vilanova de Bellpuig,41.6156,0.965
2242,Piñor,42.4978,-8.005
2243,Abrucena,37.1333,-2.7833
2244,Ayllón,41.4194,-3.3764
2245,Caminomorisco,40.3167,-6.2833
2246,Burgohondo,40.4136,-4.7864
2247,Villayón,43.4478,-6.7047
2248,Valdetorres,38.9161,-6.0686
2249,Nerpio,38.15,-2.3
2250,Ullá,42.0525,3.1092
2251,Arenas,36.8158,-4.0447
2252,Alcolea de Cinca,41.7167,0.1167
2253,Medina de las Torres,38.3436,-6.4117
2254,Cabra del Campo,41.3972,1.2778
2255,Mallavia,43.1831,-2.5331
2256,Cheles,38.5122,-7.2803
2257,Valle de la Serena,38.7,-5.7833
2258,San Pedro,38.8267,-2.1867
2259,Huéneja,37.1667,-2.9667
2260,Verges,42.0612,3.0461
2261,Lapeza,37.2667,-3.2833
2262,Fermoselle,41.3174,-6.3949
2263,Ribesalbes,40.0219,-0.2778
2264,Puigpelat,41.278,1.2971
2265,Villadangos del Páramo,42.5167,-5.7667
2266,Adzaneta de Albaida,38.8364,-0.4961
2267,Paymogo,37.75,-7.3333
2268,Puebla de Don Rodrigo,39.0833,-4.6167
2269,Vilamalla,42.2166,2.9708
2270,Sesma,42.4778,-2.0833
2271,Cala,37.9667,-6.3167
2272,Siete Aguas,39.4718,-0.9169
2273,Antella,39.0828,-0.5906
2274,Montesa,38.95,-0.6531
2275,Cherta,40.9094,0.4917
2276,Pradoluengo,42.325,-3.1986
2277,Liétor,38.5423,-1.9558
2278,Relleu,38.5872,-0.3114
2279,Sarrión,40.1333,-0.8167
2280,Fuente Carreteros,37.67,-5.3217
2281,Horta de San Juan,40.9556,0.3151
2282,Leciñena,41.8,-0.6167
2283,Sarreaus,42.0867,-7.6033
2284,Valle de Santa Ana,38.3667,-6.7833
2285,Benabarre,42.1167,0.4833
2286,Benisanet,41.0569,0.6347
2287,El Pedernoso,39.4833,-2.75
2288,Valdefuentes,39.2833,-6.1167
2289,Pedro Martínez,37.5,-3.2167
2290,Tuéjar,39.7625,-1.0386
2291,Cardeñajimeno,42.3333,-3.6167
2292,Sobradiel,41.7389,-1.0369
2293,Higueruela,38.9667,-1.45
2294,Señera,39.0625,-0.5133
2295,Elgueta,43.1778,-2.4528
2296,Llaurí,39.1472,-0.3294
2297,Bustillo del Páramo,42.4333,-5.7833
2298,Montillana,37.5,-3.6667
2299,Villamanrique,38.55,-3
2300,Los Arcos,42.5667,-2.1831
2301,Trabada,43.4472,-7.1943
2302,La Pedraja de Portillo,41.4714,-4.6469
2303,Bitem,40.8601,0.5232
2304,Sabero,42.8333,-5.15
2305,Cofrentes,39.2297,-1.0614
2306,Igüeña,42.7289,-6.2764
2307,Sástago,41.3234,-0.3456
2308,Valenzuela,37.7667,-4.2167
2309,Villaralto,38.45,-4.9833
2310,Rotglá y Corbera,39.0039,-0.5653
2311,Corral de Calatrava,38.85,-4.0833
2312,Vilajuiga,42.3281,3.0953
2313,Bosost,42.7875,0.6936
2314,Feria,38.5167,-6.5667
2315,Magallón,41.8333,-1.45
2316,Traspinedo,41.5833,-4.4667
2317,Agulo,28.1882,-17.1946
2318,Ribarroja de Ebro,41.2514,0.4856
2319,Arbizu,42.9167,-2.0333
2320,San Carlos del Valle,38.8333,-3.2333
2321,Entrimo,41.9333,-8.1167
2322,Fabara,41.1833,0.1667
2323,Vegasdel Condado,42.6833,-5.3656
2324,San Asensio,42.5,-2.75
2325,Albaladejo,38.6181,-2.8061
2326,Sinarcas,39.7339,-1.2317
2327,Cárcar,42.3833,-1.9667
2328,Serrada,41.4592,-4.8611
2329,Esgos,42.325,-7.6972
2330,Piñar,37.4425,-3.4406
2331,Casalarreina,42.5475,-2.9125
2332,Villagordo del Júcar,39.3,-2.0667
2333,Villamañán,42.3167,-5.5831
2334,Cenlle,42.3425,-8.0878
2335,Ariza,41.3131,-2.0522
2336,Beniarrés,38.82,-0.3794
2337,Albalate de Cinca,41.7236,0.1464
2338,Sorihuela del Guadalimar,38.2333,-3.05
2339,Tornavacas,40.25,-5.6833
2340,Sumacárcel,39.0961,-0.6297
2341,Agoncillo,42.4464,-2.2906
2342,Mendigorría,42.6333,-1.8333
2343,Monteagudo,41.964,-1.69
2344,La Pobla de Lillet,42.2444,1.9744
2345,Pola de Somiedo,43.1,-6.25
2346,Villanueva de San Juan,37.05,-5.1667
2347,Villanueva de la Barca,41.6911,0.7286
2348,Duruelo de la Sierra,41.9542,-2.9317
2349,Búger,39.7591,2.9856
2350,Cerdido,43.6121,-7.952
2351,Carcaboso,40.05,-6.2167
2352,Casar de Palomero,40.3667,-6.2167
2353,Somozas,43.533,-7.9441
2354,Gérgal,37.1186,-2.5396
2355,Benidoleig,38.7917,-0.0325
2356,Torremocha de Jarama,40.8333,-3.5
2357,Berástegui,43.1242,-1.9792
2358,Remolinos,41.8373,-1.1754
2359,Santa Cristina de la Polvorosa,41.9986,-5.6864
2360,Dozón,42.5844,-8.0222
2361,Masdenverge,40.7146,0.5313
2362,La Alberca,40.4892,-6.1111
2363,Galera,37.7431,-2.5514
2364,Cortegada,42.2069,-8.1692
2365,Torrecillas de la Tiesa,39.5667,-5.7333
2366,Escatrón,41.2833,-0.3167
2367,Morata de Jalón,41.4667,-1.4667
2368,Alfarnate,36.9833,-4.25
2369,Alcañices,41.6998,-6.3466
2370,Valdecaballeros,39.2333,-5.1833
2371,Port-Bou,42.4267,3.1594
2372,Benasal,40.3833,-0.1333
2373,Navia de Suarna,42.965,-7.0044
2374,Ventas con Peña Aguilera,39.613,-4.229
2375,Vedia-Elejalde,43.2081,-2.8019
2376,Laguna de Negrillos,42.2333,-5.6667
2377,Potríes,38.9153,-0.2044
2378,Campaspero,41.4917,-4.1944
2379,La Seca,41.415,-4.9069
2380,Nalda,42.3297,-2.4797
2381,Santa Eulalia,43.4167,-5.4
2382,Benalúa de las Villas,37.4333,-3.6833
2383,Algimia de Alfara,39.7531,-0.3617
2384,Villabrágima,41.8167,-5.1167
2385,El Robledo,39.2167,-4.2833
2386,San Amaro,42.3731,-8.0731
2387,Ayerbe,42.2767,-0.6892
2388,Jayena,36.95,-3.8167
2389,Santa Eulalia,40.5667,-1.3167
2390,Benlloch,40.2106,0.0269
2391,Llanera de Ranes,38.9944,-0.5753
2392,Viladrau,41.85,2.4
2393,Valverde de Mérida,38.9108,-6.2203
2394,Santa Elena de Jamuz,42.2667,-5.8833
2395,Solórzano,43.3869,-3.5864
2396,Calders,41.7906,1.9878
2397,Folgoso de la Ribera,42.6433,-6.3192
2398,Boltaña,42.45,0.0667
2399,Coreses,41.55,-5.6167
2400,Santa Bárbara de Casa,37.8,-7.1833
2401,Gabarda,39.0917,-0.56
2402,Torrecampo,38.4667,-4.6667
2403,Hortaleza,40.4667,-3.6333
2404,Arróniz,42.5889,-2.0914
2405,Ademuz,40.0667,-1.2833
2406,Nívar,37.2667,-3.5833
2407,Bodonal de la Sierra,38.1483,-6.56
2408,Cañaveral,39.7833,-6.4
2409,Partaloa,37.4,-2.2167
2410,Matapozuelos,41.4167,-4.7833
2411,Castañar de Ibor,39.6167,-5.4167
2412,Aledo,37.7958,-1.5733
2413,Montesquíu,42.1111,2.2106
2414,Bonete,38.8699,-1.3538
2415,Quintanilla de Onésimo,41.6167,-4.35
2416,Cuart de les Valls,39.7411,-0.2714
2417,Santa María de Oló,41.8747,2.0349
2418,Illas,43.5,-5.9667
2419,Fortaleny,39.1833,-0.3142
2420,Macotera,40.8333,-5.2833
2421,Palmera,38.9417,-0.1517
2422,La Pesga,40.3333,-6.1667
2423,Villanueva del Rey,38.2,-5.15
2424,La Mezquita,42.0114,-7.0453
2425,San José,36.7578,-2.1094
2426,Alhama de Aragón,41.3,-1.9
2427,Albanchez de Úbeda,37.7917,-3.45
2428,Otívar,36.8167,-3.6833
2429,Arenas de San Juan,39.2167,-3.5
2430,Ruente,43.2594,-4.2661
2431,San Cugat Sasgarrigas,41.3661,1.7542
2432,Pinell de Bray,41.0155,0.5144
2433,Bermillo de Sayago,41.3669,-6.1121
2434,Albarracín,40.4053,-1.444
2435,Santibáñez de la Peña,42.8167,-4.7167
2436,Elciego,42.5167,-2.6167
2437,Báscara,42.1622,2.9111
2438,Ourense,42.3364,-7.8633
2439,Palencia,42.0167,-4.5333
2440,Lleida,41.6167,0.6222
2441,Segovia,40.9481,-4.1184
2442,Ciudad Real,38.9833,-3.9167
2443,Soria,41.7667,-2.4667
